StoryID,GroupOrder,ViewOrder,NameJP,PhraseJP,NameEN,PhraseEN
15820101,1,1,,我々特鉄隊は現在、幻霧に包まれた街の解放戦の真っ最中だ。\n住民の退避はすでに完了しており、作戦は順調に進んでいる。,,
15820101,2,1,オキュラス,「ほらほら！　特鉄隊のお通りだし！\n　あたしたちの邪魔をするなら死ぬ気できな？\n　なーんつってね！」,,
15820101,3,1,,そう言いながらオキュラスがミストモンスターに向かって\n杖を振り下ろす。,,
15820101,4,1,,――グェェェェエエ！,,
15820101,5,1,,オキュラスが攻撃魔法を放つ、と思いきや振り下ろした杖の先端が\nミストモンスターの脳天にめり込み、敵は地面に倒れ伏した。,,
15820101,6,1,オキュラス,「こんなザコ相手に魔法なんてもったいっしょ。\n　今のオキュラスちゃんはテンションマックスだし！\n　無敵モードってヤツ？」,,
15820101,7,1,,本人が言う通り、オキュラスは破竹の勢いでミストモンスターを倒していく。,,
15820101,8,1,オキュラス,「ふふん♪　今日のあたしってば、バリ冴えてるかも！\n　今、一直線に幻霧の発生源に向かってるって感じるし！\n　目標はあっちだよ！」,,
15820101,9,1,,オキュラスが杖で行き先を指し示す。\n研ぎ澄まされた感覚は、そこまで捉えられるものなのか。\nよし、早く幻霧の発生源をつぶしてしまおう。,,
15820101,10,1,オキュラス,「おっけまーる！\n　って、誰か来たけど」,,
15820101,11,1,,駆け寄ってきたのは作戦の進行状況を伝える伝令だった。\n聞けば、たった今、町の反対側の区域にてクインズウェイが\n幻霧の発生源を破壊したということだ。,,
15820101,12,1,オキュラス,「おー、やるじゃん！\n　さすがはクイっち！」,,
15820101,13,1,,クイっちというのは、クインズウェイのことか。\nそれはちょっと略しすぎだと思うが、どうだろう。,,
15820101,14,1,オキュラス,「それ、本人にも言われたし。\n　可愛いと思うんだけどなー、クイっち」,,
15820101,15,1,,それはそうとオキュラス。\n幻霧の発生源はあっちだと言っていたな？\nクインズウェイの持ち場とまるで逆じゃないか。,,
15820101,16,1,オキュラス,「えーっと、なんつーの？\n　そっちに発生源があるんじゃないかな、あるといいなって……。\n　ゴメン車掌っち！　テキトー言ったし！　許して！」,,
15820101,17,1,,そんなことで怒りはしない。\n今回の任務においてオキュラスの働きは大きかったと言える。\n彼女一人で何体の敵を倒したか、数え切れないほどだ。,,
15820101,18,1,オキュラス,「あれっ、怒らないの？\n　車掌っち、もしかしてあたしに気があるんじゃ……」,,
15820101,19,1,,冗談は慎め。まだ作戦は終わってないぞ。\nこの分なら日が暮れる前に倒せば町を奪還できそうだ。\n冗談も説教も、任務を遂行してからだ。,,
15820101,20,1,オキュラス,「やっぱり怒ってるんじゃん！\n　とはいえ、さっさと済ませるのは賛成かな。\n　シャワー浴びたいし、さくっと片付けよっか」,,
15820101,21,1,,それからもオキュラスは絶好調といった様子で、町中を徘徊する\nミストモンスターを倒し続けた。\nこうして町の解放戦は順調に、予定より早く完了したのだった。,,
15820102,1,1,,解放戦が終わってしばらくすると、\n町の建物の窓に次々と灯りがともっていった。\n――避難していた市民が戻ったようだ。,,
15820102,2,1,,今夜は借り上げた宿屋に泊まり、日が昇るのを待って\nセントイリスの騎士隊と合同で、町の外を徘徊している\nミストモンスターを掃討する予定だ。,,
15820102,3,1,オキュラス,「車掌っち、ちょっといい？」,,
15820102,4,1,,執務室として宛がわれた部屋にオキュラスがやってきた。\nどうした？　明日の作戦開始までゆっくり休め。\nそれともお説教をしてもらいに来たのか？,,
15820102,5,1,オキュラス,「やっば、お説教のこと忘れてたし。\n　こーゆーの、ヤブヘビっていうんだっけ？」,,
15820102,6,1,,冗談だ、説教はしない。\nそれで、何の用だ？,,
15820102,7,1,オキュラス,「えっとね、さっき町の人が来てさ。\n　町からちょっと離れたところに療養所があって\n　もう三日もお薬とか食料を届けられてないんだって」,,
15820102,8,1,オキュラス,「そんなに遠くないらしいし、さくっとお薬と食べ物を運ぶ\n　部隊を編成してくんないかなーって」,,
15820102,9,1,,ふむ、事情は理解した。\n明日の朝、物資の補給部隊を編成しよう。,,
15820102,10,1,オキュラス,「明日の朝じゃ遅いし！\n　薬がなくて苦しがっている子や、\n　おなかをすかせてる子がいるかも知れないんだよ？」,,
15820102,11,1,,今は作戦直後で誰もが疲れ果てている。\nそれはオキュラス自身が一番良く分かってるはずだ。,,
15820102,12,1,オキュラス,「それは、そうだけど……」,,
15820102,13,1,,戦力に余裕がないんだ。\n休みもなしに、すぐには部隊を動かせない。,,
15820102,14,1,オキュラス,「……そっか。うん、わかったし。\n　あたし、町の人に事情を伝えて来るね」,,
15820102,15,1,,そう言ってオキュラスは部屋を出て行ってしまった。\nなんとかしてやりたかったが、部隊を預かる責任者として\nこう答えるほかはなかった。,,
15820102,16,1,,さて……。,,
15820102,17,1,,宿を出て町の入口へ向かうと、そこには案の定、\n大きな荷物を背負ったオキュラスの姿があった。,,
15820102,18,1,オキュラス,「こんなもんかな？\n　もうちょっと持てるかな？」,,
15820102,19,1,,こんな夜更けに、こんなところで何をしているんだ？\n体を休めろと言ったはずだが。,,
15820102,20,1,オキュラス,「しゃっ、しゃしゃしゃ車掌っち！？\n　違う違う、勝手に物資の補給を請け負って療養所へ\n　行こうだなんてしてないし！」,,
15820102,21,1,,ふむ、わかりやすい説明をありがとう。\nほとんど自白したな。,,
15820102,22,1,オキュラス,「あ、あちゃ～。\n　あたしってもしかしてけっこうドジっ子？」,,
15820102,23,1,オキュラス,「朝までに戻ればバレないかなって思ったんだけどな～……」,,
15820102,24,1,,そんなことだろうと思った。\nまあ、二人とも考えることは同じだったということだな。,,
15820102,25,1,オキュラス,「へ？　それって……」,,
15820102,26,1,オキュラス,「もしかして、車掌っちも療養所に\n　お薬を届けようとしてたってこと！？」,,
15820102,27,1,,まあ、そういうことになるな。\n軍として部隊を動かすわけにはいかないが、\n個人として動く分には問題ないだろう。,,
15820102,28,1,オキュラス,「問題ないってことは、ないんじゃない？」,,
15820102,29,1,,朝までに戻ればバレやしない……そうだろう？,,
15820102,30,1,オキュラス,「！」,,
15820102,31,1,オキュラス,「ありがとー！\n　車掌っち、だいすき！\n　マジで信じてたし！」,,
15820102,32,1,,信じてた割には一人で行こうとしてたようだが。\nまあいい、二人なら持てる荷物も二倍だ。\nさっさと済ませてしまおう。,,
15820102,33,1,,うっすらと降り注ぐ月の光に照らされながら\n療養所を目指してオキュラスと共に街道を歩く。,,
15820102,34,1,オキュラス,「あたしが生まれ育った町はさ。\n　なーんにもなくて、それを誰もが当たり前だって思ってたの。\n　まるで時間が止まってるみたいな、そんな町だったんだ」,,
15820102,35,1,オキュラス,「でね、ある日、友達が病気になったの。\n　町には病気を治す薬がなくて、薬の行商人が来るのを\n　待つしかないってみんなは言ったけど……」,,
15820102,36,1,オキュラス,「あたしはそんなのおかしいって思った。\n　ないならあるところへ取りに行けばいいじゃんって」,,
15820102,37,1,オキュラス,「それが、あたしの初めての旅」,,
15820102,38,1,,今の状況に似ているな\nそれで無理にでも物資を届けようと思ったのか。,,
15820102,39,1,オキュラス,「そゆコト。その旅の途中で、幻霧を見たんだ。\n　霧に巻き込まれずに薬を持って無事に帰れたのは、\n　本当に運が良かったんだって今は思う」,,
15820102,40,1,オキュラス,「それから考えたの。モノが手に入らないとか、\n　行きたいところに行けないのって全部幻霧のせいじゃん？\n　幻霧さえなければ世界は平和なのにって」,,
15820102,41,1,オキュラス,「でも、調べれば調べるほど幻霧って何なのか\n　どうやったらなくせるのか全然わかんないワケ」,,
15820102,42,1,,オキュラスは、それでもあきらめなかったんだな。,,
15820102,43,1,オキュラス,「あきらめるなんて思いもしなかったし。\n　んで、今こうしてあたしはトレインナイトになれたし、\n　車掌っちと出会えたワケじゃん？」,,
15820102,44,1,オキュラス,「これは奇跡とか運命とかじゃないよ。\n　あきらめる前にできることがあるはずだし、\n　あきらめなければ何だってどうにかなるし」,,
15820102,45,1,,そうだな。\n少なくとも特鉄隊は、そういう想いで結成された部隊だ。\nあきらめなければ、いつかこの世界から\n幻霧を消し去ることができると信じている。,,
15820102,46,1,オキュラス,「でしょ？　だからあたしは、なるべくしてトレインナイトに\n　なったって、そう思ってる。正しい道を進んでるんだってね」,,
15820102,47,1,,そんなことを話しながら、療養所へ向かう細い支道に入る。\nほどなくして辺りに霧が漂い始めた。\nただの霧ではない――幻霧だ。,,
15820102,48,1,オキュラス,「いるねー、ミスモンが。\n　気配をビンビン感じるし」,,
15820102,49,1,,ミスモンって、ミストモンスターのことか？,,
15820102,50,1,オキュラス,「ミストモンスターって長くていちいち言ってらんないっしょ。\n　あと、呼び方だけでも可愛くした方がいいかなって」,,
15820102,51,1,,そ、そうか。\nともあれ、このまま進めば戦闘になるだろう。\nどうするか……。,,
15820102,52,1,オキュラス,「車掌っち、迂回できそう？」,,
15820102,53,1,,地図を確認すると、このまま進んで突っ切るより時間はかかるが、\n幻霧を回避して療養所へ向かう道は他にもある。,,
15820102,54,1,オキュラス,「じゃ、そっち行こ」,,
15820102,55,1,,オキュラスらしくないとは思ったが、\n今の我々の目的はミストモンスターと戦うことではない。\n療養所へ物資を届けることだ。,,
15820102,56,1,,目的を達成するために、我々は別の道を行くことにしたのだった。,,
15820103,1,1,,作戦拠点である町から一時間ほど歩き、\n途中で発生した幻霧を回避しながらも、\n我々は目的地だった小さな療養所に辿り着くことができた。,,
15820103,2,1,オキュラス,「夜分遅くにゴメンだし！\n　お薬と食料を持ってきたよー！」,,
15820103,3,1,,療養所にいた人々は、物資の不足はもちろん\n辺りを徘徊するミストモンスターの恐怖に眠れぬ夜を\n過ごしていたという。,,
15820103,4,1,,オキュラスは手にしたリストに従って、薬を配っていった。,,
15820103,5,1,オキュラス,「こーゆーのは間違うと大変だもんね。\n　町のお医者さんから、ちゃんと聞いてきたし。\n　あ、じーちゃん、それ違った！\n　それは胃の薬じゃなくて水虫の薬だったし！」,,
15820103,6,1,,オキュラスは運んできた食料を配り、特鉄隊のこれまで活躍と\n夜明けにも一帯のミストモンスターの殲滅作戦が始まることを\n療養所の人々に伝えた。,,
15820103,7,1,オキュラス,「じゃじゃーん！　そこで真打オキュラスちゃんの登場じゃん！\n　ミスモンをちぎっては投げ、投げたのを拾っては八つ裂きにして\n　あっという間に町に平和をもたらしちゃったってワケ」,,
15820103,8,1,オキュラス,「それもこれも、ここにいる特鉄隊の司令官、車掌っちの\n　おかげなんだよ！　はい、車掌っちに拍手！　うぇーい！」,,
15820103,9,1,,おおという歓声と拍手が振り注ぐ。\nこういう場面に慣れていないので少しむず痒い気がした。\nと、オキュラスが慌てたように口に手を当てた。,,
15820103,10,1,オキュラス,「ヤバ、あたしたちの存在って極秘なんだっけ？\n　あー、今のなしなし！　聞かなかったことにして！\n　あたしたちは、今夜ここには来なかったっつーコトで！」,,
15820103,11,1,,慌てるオキュラスに、みんなが優しく頷く。\n恐らく彼らは今夜のことを誰にも話さないだろうし、\n話したとして、それでもいいと思った。,,
15820103,12,1,,特鉄隊の存在が知られることで、幻霧に苦しめられている\n人々が一縷の望みを持つことができるかもしれない。,,
15820103,13,1,,今夜、オキュラスがこの療養所に届けたのは物資だけではない。\n彼女は希望と安心を届けたのだ。,,
15820103,14,1,オキュラス,「さてと。こんなもんかな。\n　車掌っちが一緒に来てくれたおかげでお薬も食料も余裕があるし。\n　早く病気が治るといいね。じゃあまたね」,,
15820103,15,1,,そう言って、我々は診療所をあとにした。,,
15820103,16,1,,あとは宿に戻るだけだな。\n予定通り、夜明けまでには十分間に合いそうだ、,,
15820103,17,1,オキュラス,「車掌っち。ちょっと寄り道してもいい？\n　時間は取らせないし」,,
15820103,18,1,,それはいいが、どこへ寄るつもりなんだ？\n町から療養所まで、寄り道するような場所なんてなかった\n気がするが。,,
15820103,19,1,オキュラス,「あったじゃん。\n　ほら、こっちこっち」,,
15820103,20,1,,そう言ってオキュラスは、来た道とは別の道へ進んでいく。\nこの道は……往路では迂回した幻霧が漂っていた場所へ続く道か。,,
15820103,21,1,オキュラス,「そーゆーコト。\n　なーに？　あたしがビビって逃げたとでも思った？」,,
15820103,22,1,,いや、物資の補給を優先したからだと思っていた。,,
15820103,23,1,オキュラス,「半分正解。\n　荷物を背負ったままじゃ、お薬のビンが割れたりしないかなって\n　気になって思いっきり戦えないじゃん？」,,
15820103,24,1,,それが迂回した理由の半分か。\nもう半分はなんだ？,,
15820103,25,1,オキュラス,「あたしって、好物は最後にとっておくタイプなんだよね」,,
15820103,26,1,,辺りに幻霧が立ち込め始める。\nオキュラスは楽しくて仕方がないといった様子だ。\n歩を緩めずに進んでいくと、ミストモンスターが姿を現した。,,
15820103,27,1,オキュラス,「おら、ミスモン！　覚悟しな！\n　あんたたちのせいで夜更かしする羽目になったじゃん？\n　マジ、最近肌荒れがひどくて気にしてんのにさあ！」,,
15820103,28,1,,ミストモンスターと戦うのは、いつでも必要なものが手に入り\n誰もが行きたい場所へ行ける平和な世界にするためだって、\nついさっき聞いた気がするぞ。,,
15820103,29,1,オキュラス,「あー、わかってない。車掌っちは全然わかってないし。\n　お肌ってのは普段のお手入れが大事なワケ。\n　老化が始まってからじゃ遅いんだよ？　だから、先にあたしのお肌の\n　平和から取り戻さないとおちおち世界のために戦ってらんないっしょ」,,
15820103,30,1,,こちらの話を理解しているのかしていないのか、\n言いがかりをつけられたミストモンスターが牙を剥く。\nと同時に、オキュラスが放った攻撃魔法が炸裂し、\n塵も残さず敵を葬り去った。,,
15820103,31,1,オキュラス,「うぇーい！　ザマーって感じ！\n　まずは一匹っと」,,
15820103,32,1,,まずは？　一匹？\nまさか、このままミストモンスターの殲滅を続ける気か？,,
15820103,33,1,オキュラス,「ごめん、車掌っち。あたし、アガってきちゃったみたい。\n　ちょっと収まりそうにないんだよね。せっかく二人っきりの\n　夜なんだし、もうちょっとデートに付き合ってくんない？」,,
15820103,34,1,,月の青い光を反射して、オキュラスの瞳が爛々と輝いている。\nこれはダメだと言っても聞き入れなさそうだ。\nオキュラスが寄り道すると言い出した時、\nこうなるのではと薄々思っていたし、覚悟もしていた。,,
15820103,35,1,,分かった、だが朝までだぞ？,,
15820103,36,1,オキュラス,「だから車掌っちって大好きだし！\n　心配いらないよ。だって朝までに余裕で片付くっしょ。\n　さ、次行ってみよっか！」,,
15820103,37,1,,杖を振り上げて、オキュラスが元気よく歩き始める。\nその後ろ姿は、もしかしたら本当にオキュラス一人で\n全ての敵を殲滅してしまうのではないかと思わせた。,,
15820103,38,1,,何故なら、彼女はあきらめないからだ。\nそしてあきらめなければ、それは叶う。\n明日の掃討作戦は中止になるかもしれないことを\n今から考慮に入れておこう。,,
15830101,1,1,オキュラス,「ねえねえ、車掌っち、今ヒマだったりする？\n　ちょっち訓練に付き合ってくんない？」,,
15830101,2,1,,そう言いながら執務室へやってきたのはオキュラスだ。\n訓練に付き合うのはいいが、一体どうしたんだ？,,
15830101,3,1,オキュラス,「あたしってほら、比較的落ち着きがないっていうか\n　こう、じっとしてるのが苦手っていうか」,,
15830101,4,1,オキュラス,「こないだも潜伏行動の訓練中に、落ち着きがなさすぎるって\n　フィンチリー教官にどやされちゃって。\n　実戦なら死んでたし何なら訓練中に殺されそうになってさあ」,,
15830101,5,1,,ああ、フィンチリーならやりかねないな……。,,
15830101,6,1,オキュラス,「世界にはまだあたしが知らないことがいーっぱいあるのに\n　死ぬわけにはいかないじゃん？　ここらで一回落ち着いとこ？\n　的なコト思ったの」,,
15830101,7,1,,それはいい心がけだ。,,
15830101,8,1,オキュラス,「でね？　車掌っちは、ザゼンって知ってる？\n　ニシキに伝わるメンタルトレーニング法なんだって」,,
15830101,9,1,,ザゼンか。名前だけなら知っている。\nオキュラスはザゼンについて詳しいのか？,,
15830101,10,1,オキュラス,「もちろんだし！\n　ザゼンをマスターするだけで、弓を撃てば百発百中、\n　魔法の威力も倍増しちゃうし、お肌はツルツル、\n　お給料も倍になるんだよ！」,,
15830101,11,1,オキュラス,「今のあたしにぴったりの訓練だと思わない？」,,
15830101,12,1,オキュラス,「ただ、あたしも実際やるのは初めてなんだよね。\n　サポートっつーか、車掌っちに手伝ってほしい、みたいな？」,,
15830101,13,1,,いいだろう。そのザゼンとやらを試してみて効果がありそうなら\n特鉄隊の訓練メニューに採用したい。,,
15830101,14,1,オキュラス,「そうこなくっちゃ！\n　やり方はあたしがバッチリ調べてきたから、\n　さっそくやってみよ！」,,
15830101,15,1,,こうして昼下がりの執務室で、\nオキュラスによるザゼン教室が始まった。,,
15830101,16,1,オキュラス,「まず車掌っちが床に座って、あぐらって言うのかな。\n　そうそう、そんな感じ！　リラックスしてね。\n　目を軽くつぶって、心の中を空っぽにするんだよ」,,
15830101,17,1,オキュラス,「で、車掌っちの膝の上にあたしが座る――んだったかな？\n　よいしょっと」,,
15830101,18,1,,！？\nちょ、ちょっと待て。ザゼンってこういうものなのか？,,
15830101,19,1,オキュラス,「そうだよ。ほら動かないで神経を集中しなきゃ」,,
15830101,20,1,,だが、オキュラスの身体の柔らかい感触が直に伝わってきて\n何と言うか、これでは心を落ち着けるどころじゃないぞ？,,
15830101,21,1,オキュラス,「こーゆー状況だからこそ、メンタルの強さが試されるんじゃん。\n　ほらほら、あたしも集中するから、車掌っちも黙って」,,
15830101,22,1,,う、うむ、これは訓練だったな。\nでは……。\n………………。,,
15830101,23,1,オキュラス,「ぷっ、あはははははは！\n　車掌っち、動かないでよ！　くすぐったいじゃん！」,,
15830101,24,1,,いや、こっちは動いてないが。,,
15830101,25,1,オキュラス,「はー、ダメダメ。\n　集中すればするほど車掌っちの体温がはっきり伝わってきて\n　ドキドキしちゃうんだもん」,,
15830101,26,1,,心を落ち着けるトレーニングでドキドキするな。\nこれはオキュラスが持ちかけてきた話なんだぞ。,,
15830101,27,1,オキュラス,「わかってる、わかってるってば。\n　よーし、今度こそ集中するから、もっかい座って。\n　うん、いくよ？　スタート！」,,
15830101,28,1,,オキュラスがこちらの膝の上に腰を下ろし、目を瞑る。\n今度は集中できそうだ。,,
15830101,29,1,,……。\n…………。\n……………………。,,
15830101,30,1,オキュラス,「……く～～、すぴーっ」,,
15830101,31,1,,おい！　寝るな！！,,
15830101,32,1,オキュラス,「ふぁっ！？　全然寝てないし！」,,
15830101,33,1,,なあ、本当にザゼンってこういうものなのか？,,
15830101,34,1,オキュラス,「う、うん。\n　だいたいこんな感じのはずだし！　と思うし！\n　ていうか、その」,,
15830101,35,1,,よく調べなかったんだな？,,
15830101,36,1,オキュラス,「そ、そうとも言うかも……」,,
15830101,37,1,オキュラス,「とっ、とにかく、ザゼンはあたしには向いてないって\n　ことが今回判明したワケで、これは大きな前進だよね！」,,
15830101,38,1,オキュラス,「もっとあたし向きのトレーニングを見つけてくるから\n　そしたら車掌っち、また付き合ってくれる？」,,
15830101,39,1,,そうだな。部下の向上心を無碍にはできないだろう。\nただし、今度はちゃんと方法を調べてくるんだぞ。,,
15830101,40,1,オキュラス,「りょ！\n　じゃあ、楽しみに待っててね！」,,
15830101,41,1,,そう言ってオキュラスは、その心と同じように\n前のめりの姿勢で執務室を出て行った。,,
15830101,42,1,,向上心があるのは良いことだが、どうなることやら……。,,
15830102,1,1,,明くる休日、オキュラスに連れられて\nセントイリスの市街地へとやってきた。,,
15830102,2,1,オキュラス,「前回試したザゼンは、ナシよりのナシでした。\n　だいたい、あんな卑猥なポーズでくんずほぐれつして\n　心が落ち着くわけないっしょ」,,
15830102,3,1,,いや、それはオキュラスが言い出したやり方で、\nたぶん正式なザゼンのやり方ではないと思うのだが。,,
15830102,4,1,オキュラス,「というわけでぇ、オキュラスさんの\n　『落ち着いた心を手に入れようキャンペーン』の第二弾でーす！\n　どんどんぱふぱふー♪　うぇーい！」,,
15830102,5,1,,それはいいが、こんな場所で何をするんだ？,,
15830102,6,1,オキュラス,「今日は釣りに挑戦するし！\n　田舎のオジイが言ってたのを思い出したんだ。\n　心を自然と一体にしなくちゃ魚は釣れないって」,,
15830102,7,1,,釣り？\n確かにすぐそばに川が流れている。,,
15830102,8,1,オキュラス,「はいこれ、車掌っちの釣り竿ね。\n　じゃあ、はじめよっか」,,
15830102,9,1,,オキュラスから竿を受け取ると、仕掛けの針にエサをかけて\n川へと投げ入れた。小さな浮きがゆっくりと川を流れていく。\n浮きが下流まで流れてしまえば仕掛けを引き上げて、また川\nの上流へ投げ入れる。この繰り返しだ。,,
15830102,10,1,,どうなることかと思ったが、これはこれで悪くない。\nゆったりとした時間が流れて、心が落ち着く気がする。\nそうしていると、横からオキュラスの声が聞こえた。,,
15830102,11,1,オキュラス,「車掌っち～エサつけて～」,,
15830102,12,1,,まだ始めてなかったのか。,,
15830102,13,1,オキュラス,「だってエサとかゆって、これムシじゃん！\n　キモいし！　触れないし！　つーか生きてるし！」,,
15830102,14,1,,そりゃ生餌だからな。竿を貸せ。エサをつけてやろう。,,
15830102,15,1,オキュラス,「わあ、わぁぁ、車掌っち、よく触れるねぇ。\n　そんなとこに針差すんだ！　ひ～、こわ！　キモ！」,,
15830102,16,1,,エサをつけるだけでひと騒ぎだ。\n落ち着いた心を手に入れるという話はどこへ行ったのか。,,
15830102,17,1,オキュラス,「まあまあ、釣り師オキュラスの活躍はここからだし。\n　自然と一体化して、バンバン釣り上げちゃうんだから」,,
15830102,18,1,,オキュラスはそう意気込むと、笑顔で仕掛けを川へ投げ入れた。,,
15830102,19,1,オキュラス,「だ～～っ！　またエサだけ取られたし！\n　ムッカつくなあ！」,,
15830102,20,1,オキュラス,「今度こそ大物だし！　って、長靴じゃん！」,,
15830102,21,1,オキュラス,「ねえ、釣りってこーゆーもん？\n　魚は見えるのに、全然釣れないのはなんで？\n　つうかあたしら、魚にバカにされてない？」,,
15830102,22,1,オキュラス,「くっそー、川に攻撃魔法、ブッ込んでもいい？」,,
15830102,23,1,,オキュラスが釣り竿の先で川面をバシャバシャとかき回す。\n自然と一体になるとはなんだったのか……。,,
15830102,24,1,,帰りの道すがら、オキュラスはずっと頬を膨らませて\nそっぽを向いたままだった。,,
15830102,25,1,オキュラス,「あんなにがんばったのに、二人合わせて長靴５足ってナニ？\n　それも右足ばっかり！　これっておかしくない？\n　おかしくなくなくなくなくなーい？」,,
15830102,26,1,,釣れなかったのは残念だが、十分楽しかったぞ。,,
15830102,27,1,オキュラス,「ま、まあ、車掌っちが楽しかったんならいいけどさ」,,
15830102,28,1,オキュラス,「でもでも、落ち着いた心を手に入れるって目標は達成できてないじゃん。\n　次こそは、何が何でも落ち着いて見せるから\n　その時は車掌っち、よろしくね！」,,
15830102,29,1,,オキュラスはまだあきらめないらしい。\nそれもいいだろう。次にオキュラスがどんな訓練を思いつくのか\n少し楽しみになってきた。,,
15830103,1,1,オキュラス,「はぁぁぁ、思いっきり走り回りたいぃぃ。\n　でっかい声で歌って踊って大騒ぎしたいぃぃぃ」,,
15830103,2,1,,そんなにキツければ交代要員を手配するか？\nそれに少しくらいなら外に出てもいいんだぞ？,,
15830103,3,1,オキュラス,「他のみんなはどうしてるの？」,,
15830103,4,1,,今のところ、交代の要請はない。,,
15830103,5,1,オキュラス,「じゃあ交代は必要ないよ。\n　あたしだってトレインナイトだもん。\n　みんなががんばってるのに、自分だけ楽できないもん」,,
15830103,6,1,,今、我々はヴェルフォレットの森の奥深くにいる。\nこの一帯に群発的に幻霧が発生しているという報告を受けて\n調査に来ているのだが……。,,
15830103,7,1,オキュラス,「つーかホントに霧なんて出るの？\n　もう三日も観察してるけど、まだ一回も見てないし」,,
15830103,8,1,オキュラス,「色んな動物が通りがかるのを見るのは楽しいけど\n　そろそろ見飽きちゃった」,,
15830103,9,1,,そう、三日に及ぶ調査にも関わらず、幻霧の発生源は掴めていない。\n発生の仕方が、我々の知る定石とは違いイレギュラーなのだ。\nまずは幻霧の発生の傾向を探る必要があった。,,
