StoryID,GroupOrder,ViewOrder,NameJP,PhraseJP,NameEN,PhraseEN
11420101,1,1,,オオエ四天王のカラカワから呼び出しを受けた。\n相談したいことがあるとのことだが、\n指定された場所はどういうわけかアイドルのライブ会場だった。\nものすごい人だかりだ。ステージ付近は大変なことになっている。,,
11420101,2,1,,いったい、カラカワはこんなところで何をしているというのだろうか。,,
11420101,3,1,カラカワ,「わんつ、わんつ、ぷりてぃーフタちゃん！\n　えるおーぶいえー、ろばろば、フタちゃん！」,,
11420101,4,1,カラカワ,「はぁ、はぁ……フタちゃん、かわいい……かわいいよぉ……」,,
11420101,5,1,,ステージから少し離れたところ、\nピンクのタオルをぶんぶん振り回す群衆の中から……槍が突き出ている。,,
11420101,6,1,,あれはカラカワの声……と、カラカワの槍。\nニシキの天下三名槍の一つ、ヒノモノ号に違いない。,,
11420101,7,1,,一応、用事があって呼び出されたわけだし、\nこちらから声をかけたほうがいいのだろうか……。,,
11420101,8,1,フタマタ,「みんなーっ、今日はありがとっ♪\n　今回のライブで、セントイリスがだーい好きになりましたっ！\n　みんなが笑顔になってくれるなら、\n　フタマタはいつだってオオエの山をひとっ飛びしてくるよっ☆」,,
11420101,9,1,カラカワ,「歌も踊りも、完璧だった。\n　初めてのお客さんばっかりだったのにすごいなぁ」,,
11420101,10,1,,おい、カラカワ。,,
11420101,11,1,カラカワ,「あれ？　今、わたくしを呼ぶ声が……」,,
11420101,12,1,,呼んでる呼んでる。\nこっちだ。後ろを振り向け。,,
11420101,13,1,カラカワ,「後ろ……」,,
11420101,14,1,カラカワ,「しゃっ、車掌さま！\n　どうしてこんなところに！？」,,
11420101,15,1,,呼び出しておいてそれはないだろう。\n手紙に書かれていた通りの場所に来たんだが？,,
11420101,16,1,カラカワ,「やだ、わたくしったら、時間を間違えちゃったみたいです。\n　ついポックリしちゃって……」,,
11420101,17,1,,それを言うならウッカリだろう。\nなんだポックリって。ロバの足音か。,,
11420101,18,1,カラカワ,「まさか、わたくしのことをずっと見てたんですか！？\n　わたくしが、コールしてるとこも見ちゃったんですか！？」,,
11420101,19,1,,コールというのが今いちわからないが、\nリズムに乗ってロバロバ言ってるところなら見たぞ。\nまあ、ライブ会場だし別にいいんじゃないか？\n飛びはねながら手拍子するカラカワもけっこう可愛かったぞ。,,
11420101,20,1,カラカワ,「か、から、かわも……カワ……」,,
11420101,21,1,カラカワ,「かっ、からかわないでくださいっ！\n　カラカワのどこが可愛いというのですかっ！」,,
11420101,22,1,カラカワ,「わたくしなんて、槍がなければなんにも出来ない\n　ただの男性くらっしゃーじゃないですかっ」,,
11420101,23,1,,ええと、どういう意味だ、それは。,,
11420101,24,1,カラカワ,「そのままの意味です。\n　男の人に触れられると自動的にはーどぱんちがさくれつするのです」,,
11420101,25,1,,なるほど、そのままの意味だったか。\nもしかして今回の相談というのも、\nその、はーどぱんち？　がさくれつする体質についての相談か？,,
11420101,26,1,カラカワ,「はい。車掌さまと一緒なら、\n　この困った体質を克服できそうな気がしたので……」,,
11420101,27,1,,――イヤな予感しかしない。,,
11420101,28,1,,……なんて言うことはもちろん出来るはずもなく、\n槍を抱きかかえたまま瞳を潤ませるカラカワの相談に乗ってやることにした。,,
11420102,1,1,,男性に触れられるとオートパンチが繰り出されるという\n高度な反撃スキルを持つオオエ四天王の槍使いカラカワ。,,
11420102,2,1,,相手や条件を決めることさえ出来たら割と便利な体質のように思えるが、\n残念ながらそういったコントロール機能は備わっていない。\n日常生活に支障をきたすレベルなので、何とか克服したいのだという。,,
11420102,3,1,カラカワ,「そんなわけで、車掌さまで実験なのです。\n　わたくしの体を、好きなだけ触ってくださいなのです」,,
11420102,4,1,,いやいやちょっと待て。\nダメだろうソレは。\nいくらなんでも危険すぎる。こちらが。,,
11420102,5,1,カラカワ,「大丈夫なのです。\n　意図して力を解放しない限り、\n　そこまではーどぱんちなぱんちは出ないと思うのです」,,
11420102,6,1,,その根拠は？,,
11420102,7,1,カラカワ,「シモちゃんの呪術です。\n　わたくしの両手はシモちゃんによって制限されてるんですよ」,,
11420102,8,1,,オオエ四天王の呪術師シモアマヅか。\nオオエノミヤの一番弟子である彼女は、\nこと封印や制御に関する呪術において絶対の自信を持っている。\nシモアマヅが抑えているなら大丈夫か……。,,
11420102,9,1,カラカワ,「念には念を入れて、わたくしの両腕をしばりましょう♪」,,
11420102,10,1,カラカワ,「それから、腰が入らないように足も縛ります」,,
11420102,11,1,,まあ、そこまでしてくれるならこちらも安心だ。\nかなりキツく縛っているようだが大丈夫か？\nっていうか縛るの上手いな。,,
11420102,12,1,カラカワ,「できました♪\n　さあ車掌さま、わたくしが嫌がりそうなトコロを、\n　どんどん触っていってください」,,
11420102,13,1,,では、まず胸を……。,,
11420102,14,1,,ってそんなわけにはいかないだろう。\nここは紳士として、カラカワの悩みに真摯に向き合わなくては。,,
11420102,15,1,,ということで、カラカワの肩に触れてみる。,,
11420102,16,1,カラカワ,「あっ」,,
11420102,17,1,,カラカワのパンチは飛んでこない。\nこの調子なら首を触っても平気なのでは？,,
11420102,18,1,カラカワ,「ひゃん！？　車掌さま、なかなかあぐれっしぶなのです。\n　カラカワは……カラカワはもう、ひゃうんっ！？」,,
11420102,19,1,カラカワ,「ふふふっ……やっ……からかわないでくださいっ……」,,
11420102,20,1,,もう少しだけ。\nもう少しだけ……。,,
11420102,21,1,カラカワ,「あっ、あっ……」,,
11420102,22,1,カラカワ,「あんたっちゃぶるなのです！」,,
11420102,23,1,,カラカワの強烈なヘッドバットが炸裂した。\nなんという石頭だ。\nこれが、オオエ四天王の実力……。,,
11420102,24,1,カラカワ,「た、たいへんです！\n　車掌さまが、のっくだうんしたのです！」,,
11420102,25,1,,カラカワは両手両足を固く縛っていた縄を\nふんぬっと引きちぎり、こちらに駆けよってきた。,,
11420102,26,1,,怪力にもほどがあるだろ。\nというか腰、入ってるじゃないか……。,,
11420103,1,1,,カラカワの対男性オートパンチ能力をどうにかするため、\nあえて危険な実験に挑んだが\n強烈な頭突きをお見舞いされて――半日ほど気絶していた。,,
11420103,2,1,,まだ頭がぼうっとするので、\nパトロールを兼ねてカラカワを夜の街を散歩することにした。,,
11420103,3,1,カラカワ,「昼間はすみませんでした」,,
11420103,4,1,,いや、あれはこちらが悪い。\n調子に乗ってきわどいところを触りすぎた。,,
11420103,5,1,カラカワ,「別に、車掌さまならどんなところでも\n　うぇるかむぱんちなのです」,,
11420103,6,1,,いや、ぱんちするなよ。,,
11420103,7,1,カラカワ,「でも、車掌さま以外の男の人を助けたり、\n　捕まえたりするお仕事が難しいのです」,,
11420103,8,1,,確かにそうだな。\n今までどうやってきたんだ？,,
11420103,9,1,カラカワ,「男の人に触れる必要があるときは、槍でやります」,,
11420103,10,1,カラカワ,「首根っこを引っかけたり、部分的に刺したり……」,,
11420103,11,1,,絵面が怖すぎる。\nそんな立派な槍を人に向けてきたのか。,,
11420103,12,1,カラカワ,「槍の扱いに関しては自信があるので大丈夫です。\n　車掌さまの頭に止まっているハエだけを仕留めることも可能です」,,
11420103,13,1,カラカワ,「でも、槍を使わずに職務を\n　全うすることは、カラカワの課題だと思うのです」,,
11420103,14,1,,確かにそれは言えているな。\n人通りの多い場所で何か事件が発生した場合、\n槍を振り回して解決するわけにもいかないだろうし……。,,
11420103,15,1,カラカワ,「幸い、人目につく場所で極悪人を\n　追いかけ回すようなことはあまりないですけど……」,,
11420103,16,1,,――誰かその男を捕まえて！　下着ドロボウよ！,,
11420103,17,1,カラカワ,「ごっ、極悪人！」,,
11420103,18,1,,女性の悲鳴がしたほうを見ると、\n大量の下着を体に巻き付けた男が路地裏から飛び出してきた。,,
11420103,19,1,,かなりレベルの高い下着ドロボウである。\nカラカワはこの事態にどう対処するのか……。,,
11420103,20,1,カラカワ,「ヒノモト号の出番です！\n　男の体も下着も傷つけず、動きを止めてみせます！」,,
11420103,21,1,,そう言って槍を構えるカラカワ。\nまるでこれからマジックショウを始めるかのような言い方だ。,,
11420103,22,1,カラカワ,「あんたっちゃぶる・すろーいんぐみさいる！　なのです！」,,
11420103,23,1,,カラカワの手から放たれたヒノモト号は\n下着ドロボウの下半身めがけて一直線に飛んで行く。,,
11420103,24,1,,そして、急速に落下し、下着ドロボウの足をひっかけた。\nスネを強打し、石畳の上を豪快にすっ転んでいく下着ドロボウ。\nカラカワは見事、やり投げで下着ドロボウの動きを止めたのである。,,
11420103,25,1,カラカワ,「ふう、安全かつ迅速に対応することができました。\n　やっぱり槍は便利なものですね」,,
11420103,26,1,カラカワ,「でも、フタちゃんならきっとこの距離からでも\n　にゃおーんって飛びかかって、ヒザを入れて、\n　腕を固めて、かっこよく捕まえてみせるんでしょうね」,,
11420103,27,1,カラカワ,「わたくしもいつか、そんなふうに堂々と素手で\n　男の人の体に触れるようになりたいです」,,
11420103,28,1,カラカワ,「車掌さま、また特訓に付き合ってくださいね♪」,,
11420103,29,1,,――いや、別にいいんじゃないかな、槍で。,,
11420103,30,1,,そんなツッコミをぐっとのみ込んで、\n満面の笑みを浮かべるカラカワを「よくできました」と褒めてやった。,,
11430101,1,1,,本日はセイントイリスの駐屯地を離れ、ニシキはオオエ山の麓へと来ていた。\nカラカワに、オオエ山の麓の集落を案内してもらう予定だった……のだが。,,
11430101,2,1,カラカワ,「大変です、車掌さま。\n　あんたっちゃぶるなことに気づいてしまいました」,,
11430101,3,1,,カラカワは、彼女の武器であるヒノモト号を胸元で抱え\n人の多い通りを見つめている。その顔色は真っ青だ。,,
11430101,4,1,カラカワ,「わたくしの確認不足なのです。\n　今日がまさか、まさかの……」,,
11430101,5,1,カラカワ,「オオエ山商店街・男ディであっただなんて……！」,,
11430101,6,1,,聞くまでもないがその男ディとは、\n男性がなにか得をするような日、という意味だろうか。,,
11430101,7,1,カラカワ,「そうです。\n　男性は商店街のお品が２割引きになる\n　すぺしゃるぷらいす価格な日なのです」,,
11430101,8,1,,なるほど。それは男性が多くなるはずだ。\nあたりを見回せば通行人の８割が男性である。,,
11430101,9,1,カラカワ,「いけません。これではカラカワの『まぐなむぱんち』が炸裂してしまいます。\n　シモちゃんに封印された拳が今にもあんたっちゃぶるです」,,
11430101,10,1,,カラカワは両手の指を組んでしっかりと握りこむ。\n桜色の小さな爪先が微かに震えているのは、男への苦手意識もあるだろうが、\n無意味に誰かを傷つけたくはないという気持ちからだと思う。,,
11430101,11,1,カラカワ,「車掌さま。カラカワと一緒にここから離れてください。\n　わたくし一人では抑えがきかないかもしれない、なのです」,,
11430101,12,1,,もちろん一緒に行こう。\nカラカワを連れてそっとその場を離れようとした。,,
11430101,13,1,通行人,「あっ、ごめんよ。お嬢さん」,,
11430101,14,1,,運の悪いことに、背後から来た通行人がカラカワにぶつかってしまった。\nもちろん相手は男である。\n振り返ったカラカワは目を見開く。,,
11430101,15,1,,拳こそ封印されているが、カラカワには三名槍たるヒノモト号がある。\n柄を必死に握りこんで耐えているが、限界に達した瞬間にどうなるかは\n予測不可能だ。一触即発の事態だと瞬時に判断し、カラカワと男性の間に\n体をねじ込んだ。,,
11430101,16,1,カラカワ,「車掌さま！　あんたっちゃぶるです！」,,
11430101,17,1,,その言葉と同時に、何かが足の間を通過する。,,
11430101,18,1,,視線を落とせばヒノモト号が地面に刺さっていた。\n間一髪である。,,
11430101,19,1,,通行人は無事で、大きな槍を持った女の子が\n驚いて得物を落としてしまったと思ってくれたのは不幸中の幸いだ。\n二人で頭を下げると、気のいい彼はそのまま去って行ってくれた。,,
11430101,20,1,カラカワ,「カラカワは大変なことを……！\n　車掌さまの制服のズボンが、裂けてしまいましたっ」,,
11430101,21,1,,カラカワの視線に導かれて確認すると、\n太ももの中ほどの布地が少々破れてしまっていた。\nヒノモト号があまりにも鋭利なために、\n少し触れただけで切れてしまったのだ。,,
11430101,22,1,カラカワ,「車掌さまの大事な場所はカラカワがお守りします！」,,
11430101,23,1,,カラカワは破けた布地の部分を手で押さえて隠そうとしてくれる。,,
11430101,24,1,,人目に晒さぬ気配りはありがたいが、いかんせんカラカワが\nこちらの足を両手でおさえている状態はなかなか目立ってしまう。,,
11430101,25,1,,ここは当初の予定通り、この場からの早期離脱が望ましいだろう。,,
11430102,1,1,,商店街からは撤退し、オオエ山の麓へとやって来た。\nあたりには豊かな新緑が茂り、耳をすませば鳥のさえずりが聞こえる。,,
11430102,2,1,,オオエ山を守るオオエノミヤ、そしてオオエ四天王であるカラカワたちは、\nトレインナイトとして活躍するため、今はこの地を離れてしまっている。,,
