StoryID,GroupOrder,ViewOrder,NameJP,PhraseJP,NameEN,PhraseEN
301201,1,1,？？？,「……さま、神子さま――」,,
301201,2,1,,誰かが『私』を呼んでいます。\nどこか遠くから、どこまでも優しく。,,
301201,3,1,？？？,「早くお目覚めになってくださぁい、神子さまぁ――」,,
301201,4,1,,私を呼んでいるのは、両親でしょうか？　それとも、姉さまたち？\nううん、いつでも甲斐甲斐しく私なんかの世話を焼いてくれる、\n侍女（メイド）のヴィクトリアでしょうか？,,
301201,5,1,,ヴィクトリアなら、私に優しくしてくれます。\nいつでも親身になって、甘やかして――,,
301201,6,1,,私がヤダヤダって身を揺すると、仕方ありませんねって……。\nあと五分だけですよって言って頭を撫でて、\nもうすこしだけ微睡んでいさせてくれるのです。,,
301201,7,1,？？？,「あぁっ、あたくし完璧に理解いたしました！\n　この世の原則は等価交換ですものね！」,,
301201,8,1,？？？,「神子さまに目を覚ましてほしいという、\n　あたくしの要求に応えていただくためには対価が必要です！\n　うふふふ、そういうことでございますね神子さまぁっ！？」,,
301201,9,1,,……んん？,,
301201,10,1,？？？,「じゃあ仕方ないですね！　対価を支払う義務がありますものね！\n　気持ち良く目覚めていただくために、\n　あたくしが神子さまの不浄の部分を舌で愛撫するなどのご奉仕を……☆」,,
301201,11,1,パディントン,「ヴィクトリアは絶対に、そんな頭のおかしいことは言いませんよ！？」,,
301201,12,1,セイラム,「――はい♪」,,
301201,13,1,,身の危険をおぼえて跳ね起きると、私の服に手を掛けた状態で、\n同じ特鉄隊員のセイラムさんがのほほんと微笑んでおりました。,,
301201,14,1,セイラム,「あたくし、ヴィクトリアさまではございません。\n　神子さまに使い潰されるためにこの世に生を受け、\n　その運命を慶ぶ一介の魔女でございます♪」,,
301201,15,1,,彼女はセントイリスの暗部である『魔女の森』出身の特鉄隊員で、\nよく理由はわかりませんが私に対しては妙な言動をしがちです。\n決して、ぜんぜん悪い子ではないのですが。,,
301201,16,1,セイラム,「あぁ、もったいない評価でございます！\n　あたくしのようなゴミ虫に、『堕落した神子』たる魔女に、\n　そのような尊きお言葉をいただけるなんて♪」,,
301201,17,1,セイラム,「感謝の気持ちを示すために、脱ぐべきでしょうか？\n　生まれたままの姿になって、あたくしの全身全霊で神子さまに快楽を――」,,
301201,18,1,パディントン,「いえ、お構いなく……。\n　それよりも寝惚けていて、状況が思い出せません」,,
301201,19,1,セイラム,「ふふ、神子さまは随分ぐっすり眠っておられましたものね。\n　夢うつつでも仕方がございませんよ、\n　頭を『すっきり』させるために――どこか舐めましょうか？」,,
301201,20,1,,（無駄に）妖艶に舌なめずりするセイラムさんを見ているうちに、\n常にぼんやり気味な私の脳みそもきちんと覚醒したのか、\n自分である程度の現状を思い出せました。,,
301201,21,1,,そうでした。\n私――特鉄隊の副長を務めるパディントンは、現在、\n一時的に車掌どののもとから離れて別働隊として動いております。,,
301201,22,1,,列車ではなく、馬車でのんびり移動している最中なのでした。\n目的は、というか任務内容は行方不明の隊員の捜索。\n地味ですが、決して疎かにはできない仕事です。,,
