StoryID,GroupOrder,ViewOrder,NameJP,PhraseJP,NameEN,PhraseEN
303201,1,1,,巨大樹。\nそれは、イリスクラウドの国境にそびえる巨大な樹木。,,
303201,2,1,,五国の巨大樹はどれも『霧の海』と呼ばれる濃い幻霧に覆われており、\n長いあいだ人が立ち入れぬ場所とされてきた。\nしかし、ミストトレインに乗ったトレインナイトたちにより、\n『巨大樹の鉄路』が攻略された。,,
303201,3,1,,これにより、『毒』に冒された守人リカルド・トレビシックを\n解放することに成功。セントイリスの調和を保つ存在として、\n巨大樹は本来の力を取り戻したかに見えた……。,,
303201,4,1,,しかし、セントイリスの巨大樹はその姿を大きく変えてしまった。,,
303201,5,1,,巨大な鉄の茨で付近の鉄路を閉ざし、深い闇と霧を地上に吐き出した。\n『鋼鉄樹』と呼ばれるその禍禍しいモノの中心には巨大な幻霧核があり、\nそこから発せられた光の槍は……セントイリスの空を切り裂いた。,,
303201,6,1,,その時に空を見上げていた人々は、\n瞳に映る光景をどう受け止めただろう。\n誰もが言葉を失い、不吉な未来を思い描いたのではないだろうか。,,
303201,7,1,,何故なら、セントイリスの『鋼鉄樹』から放たれた悍ましい光の奔流は、\n一瞬にして遠くの山の一部を消し飛ばしたからだ。,,
303201,8,1,ファイエット,「生存者なし。怪我人もなし。\n　ここが村であったという痕跡はあるが、人の姿が見当たらないな」,,
303201,9,1,ヤクーツク,「村が半分、地面ごとゴッソリ抉り取られてるわね。\n　ヨウコが使った術もすごかったけど、ケタが違うわ」,,
303201,10,1,ファイエット,「状況によっては撤退も考えるべきだな。\n　居住区はおろか、工場まで行くのも難しいかもしれない」,,
303201,11,1,,我々は現在、光の射線上にあった村にちょうど到着したところである。\n地図には載っていない村だったが、\nデトロイトがその存在を教えてくれたのだ。,,
303201,12,1,,特鉄隊が必死になって地下の世界に平和をもたらしたのが、\n遥か昔のことのように思える。\n僅かな時間で、セントイリスは変わり果ててしまった。,,
303201,13,1,,巨大樹は濃い霧と暗き闇に覆われ、『鋼鉄樹』へとその姿を変貌させた。\n巨大な幻霧核を幹に宿し――光を放ち、この惨状に至った。,,
303201,14,1,,現地の状況はあまりにも酷く、\nここに村があったという事実から目を背けたくなるほどであった。,,
303201,15,1,,だが、光の直撃を免れたところには人が住んでいた形跡が確かにあり、\n恐らく村の経済を支えていたであろう工場も倒壊せずに残っていた。,,
303201,16,1,ヤクーツク,「あの工場が村の中心だったんでしょうね。\n　村人たちはあそこで働いていたのかしら」,,
303201,17,1,ファイエット,「居住区のほうはダメかもな。\n　ここから先は幻霧の質も量も違う。\n　ただの幻霧じゃない。あの光の影響と見てほぼ間違いないだろう」,,
