StoryID,GroupOrder,ViewOrder,NameJP,PhraseJP,NameEN,PhraseEN
42015201,1,1,百代,「……？　なんだ？　……何が起きた？」,,
42015201,2,1,由紀江,「あ、あれっ、なんで皆さんが……いえ、そんなことよりも」,,
42015201,3,1,燕,「んん～～？　ここ、どこ……！？」,,
42015201,4,1,由紀江,「さっきまで、私ひとりで寮の部屋にいたはずなのに……？」,,
42015201,5,1,百代,「大和、大丈夫か。何が起きてるかわからないが、私から離れるなよ」,,
42015201,6,1,弁慶,「なんだか面倒な事態になってる気がするねぇ……？」,,
42015201,7,1,旭,「これは、なにかしら……？\n　何か光ってるけど……これが、私たちに作用したの？」,,
42015201,8,1,マルギッテ,「可能性は否定できない、しかしどんな効果が――くっ！？」,,
42015201,9,1,燕,「うわ、なに、地震……っ！？」,,
42015201,10,1,百代,「大和！　私の手にっ！　つかまれ……っ！！」,,
42015201,11,1,由紀江,「う、ううわああぁぁぁっ……！？」,,
42015201,12,1,パディントン,「車掌どの、異常はありません……！　先に進みましょう！」,,
42015201,13,1,ヴィヴィアン,「パディントンってば、肩に力が入りすぎよ。\n　もしかしたら、っていうくらいの情報なんでしょ？」,,
42015201,14,1,,ニシキ郊外のとある山間の地。\nこの近くには『古代の機械部品』が保管されている施設がある。,,
42015201,15,1,,それを狙う輩が暗躍しているという情報とともに、\n特鉄隊に警戒任務が命じられたのが昨夕のこと。,,
42015201,16,1,パディントン,「しかしですね、ここで副官としての私を\n　最大限アピールしなくてはならないと、\n　直感のような何かが私に告げているんです！」,,
42015201,17,1,,『古代の機械部品』はその特殊性や危険性から、\n安易に触れずに保存する取り決めとなっている。\n当然、その価値を考えれば、\n悪用しようとする輩がいること自体は意外ではない。,,
42015201,18,1,ヴィヴィアン,「だからこそよ。リラックスして自然体でいるほうが、\n　パディントンの良さはアピールできるんじゃない？」,,
42015201,19,1,パディントン,「そ、そうでしょうか――はわっ！？」,,
42015201,20,1,パディントン,「はわわ……言ってるそばから転んでしまいました！」,,
42015201,21,1,,いや、違う。これは――,,
42015201,22,1,ヴィヴィアン,「地震っ！？　車掌さん、気をつけて！　かなり揺れてるわ」,,
42015201,23,1,パディントン,「私がドジでつまずいたのではなくて、地震だったんですね。\n　なら転んでしまうのも仕方ありませんよね！」,,
42015201,24,1,パディントン,「あれ……？　あそこ、何か光ってますね。なんでしょうか」,,
42015201,25,1,,パディントンが指す方向では、光が明滅していた。\n距離はそこそこ開いているはずだが、はっきり視認できる。\nそれだけ強い光だということだろう。,,
42015201,26,1,ヴィヴィアン,「様子を見に行きましょう。\n　もしかしたら、例の賊が何か仕掛けているのかもしれないわ」,,
42015201,27,1,パディントン,「はわわっ！？　な、なにかすごい音がしましたけど」,,
42015201,28,1,ヴィヴィアン,「岩が崩れるような音だったわ。\n　もしかしたら、さっきの地震で\n　足元の地盤がもろくなっているところがあるのかも。\n　急ぎたいところだけど、慎重にね」,,
42015201,29,1,,既に光は消えてしまっていたが、何かが起きたのは間違いない。\n状況を確認するべく、先へと進む。,,
42015201,30,1,ヴィヴィアン,「確か、光っていたのはこのあたりよね……」,,
42015201,31,1,ヴィヴィアン,「――っ！？　大変、誰か倒れてるわ！」,,
42015201,32,1,,パディントン、すぐに救護を！,,
42015201,33,1,パディントン,「了解です、車掌どの！」,,
42015201,34,1,,指示に呼応して、パディントンがすぐに駆け寄る。\nそこには長い黒髪の女性が倒れていた。,,
42015201,35,1,由紀江,「……」,,
42015201,36,1,パディントン,「気を失っているみたいです。\n　見たところ、大きな怪我もしていないようです。\n　頭を打っていなければいいのですが……」,,
42015201,37,1,,ぱっと見たところ、\nニシキの住民の特徴である『耳』と『尻尾』は見当たらない。\nということは、他国から国境を超えてきたのか……？,,
42015201,38,1,ヴィヴィアン,「見慣れない服装ね。\n　変わった服だけど、どこの出身なのかしら」,,
42015201,39,1,,どうやらヴィヴィアンも同じことを考えていたらしい。,,
42015201,40,1,ヴィヴィアン,「すごくきれいな髪ね。栄養失調ならこうはいかないわ。\n　見慣れないとはいえ、身なりもきちんとしてる」,,
42015201,41,1,ヴィヴィアン,「ということは、やむにやまれぬ事情ではなくて、\n　自分の意志で、こんな僻地まで来たということ……。\n　あまり人を疑いたくないけど、気をつけたほうがいいかもね」,,
42015201,42,1,由紀江,「……っ、うっ、くっ……」,,
42015201,43,1,パディントン,「あっ、気が付かれましたか！　よかったです。\n　いきなり動かずにゆっくりと……」,,
42015201,44,1,由紀江,「ひっ、あなたたちは……！？\n　えっと、その、あ、あのっ……」,,
42015201,45,1,由紀江,（たぶん介抱してくれたんだ……！　ちゃんとお礼を言わなきゃ……！\n　初対面だから、第一印象は大事……！）,,
42015201,46,1,パディントン,「どうしましたか？　どこか痛むんですか！？」,,
42015201,47,1,由紀江,「いえ……お、お礼をさせて……いただかないと、\n　い、いけませんねぇ……！」,,
42015201,48,1,パディントン,「はわわ……、や、殺られる……！？」,,
42015201,49,1,,お礼ってつまり、そういう……！？\n離れるんだ、パディントン！,,
42015201,50,1,ヴィヴィアン,「やっぱり敵なのね！？」,,
42015201,51,1,由紀江,「えっ、えっ」,,
42015201,52,1,由紀江,（なんかものすごく怒らせちゃったみたいです～！　どうして～！？）,,
42015202,1,1,松風,「ってなわけで、まゆっちは口下手なもんで誤解されやすいんだけど、\n　危害を加えるつもりはまったくないんだぜ」,,
42015202,2,1,由紀江,「ご、ごめんなさい……！」,,
42015202,3,1,ヴィヴィアン,「あ、ううん、いいのよ。\n　こちらこそ疑ったりして申し訳なかったわ」,,
42015202,4,1,パディントン,「はい、お気になさらず」,,
42015202,5,1,パディントン,（こ、これ……腹話術ですよね……）,,
42015202,6,1,ヴィヴィアン,（腹話術よね……）,,
42015202,7,1,,腹話術だな……。,,
42015202,8,1,松風,「まゆっち、オラが道は切り開いた！　ここで一発、名誉挽回といこうぜ」,,
42015202,9,1,由紀江,「え？　名誉って……何するんですか」,,
42015202,10,1,松風,「自己紹介に決まってるだろぉ！\n　明るく親しみやすい印象をバシッと植え付けて\n　いい感じの人間関係にしてみせろやい！」,,
42015202,11,1,由紀江,「は、はいっ……わ、わかりました。やってみます！」,,
42015202,12,1,由紀江,「は、はじめまして……黛、由紀江です……。\n　みなさんからは、まゆっちとか、まゆまゆって呼ばれてます」,,
42015202,13,1,ヴィヴィアン,「ど、どうも……」,,
42015202,14,1,パディントン,（腹話術で一人二役……おもしろい人ですね……）,,
42015202,15,1,ヴィヴィアン,（ものすごく怖い顔するけど、悪意はないのね……）,,
42015202,16,1,由紀江,「それで、あ、あの、他の人は見かけませんでしたか？」,,
42015202,17,1,パディントン,「他の人？」,,
42015202,18,1,由紀江,「ええ。何人か、その、一緒にいたんですが」,,
42015202,19,1,ヴィヴィアン,「知り合い？」,,
42015202,20,1,由紀江,「そ、そうです。と、ととと、とと友達、です……っ！」,,
42015202,21,1,パディントン,「私たちがここに来るまでには誰とも会いませんでしたね」,,
42015202,22,1,ヴィヴィアン,「上を見て。この崩れ方だと、あなた……えっと、\n　まゆっちはもう少し上の方から落ちてきたんじゃないかしら」,,
42015202,23,1,パディントン,「なるほど。じゃあお仲間がいないか、登ってみましょうか」,,
42015202,24,1,,そうだな。彼女は運良く怪我もなかったが、仲間も無傷とは限らない。\nできるだけ急いで見つけて、治療をした方がいいだろう。,,
42015202,25,1,ヴィヴィアン,「じゃあこっちの道から進みましょう」,,
42015202,26,1,パディントン,「ところでまゆっちさん、見慣れない服ですがどちらから……」,,
42015202,27,1,ヴィヴィアン,「――っ！？　こんなときにミストモンスター！？」,,
42015202,28,1,パディントン,「ヴィヴィアンさん、気をつけて下さい！」,,
42015202,29,1,ヴィヴィアン,「任せて！」,,
42015202,30,1,ヴィヴィアン,「って、あら……？」,,
42015202,31,1,百代,「なんだ、ナリはでっかいのにあっけない」,,
42015202,32,1,燕,「せいっ、とうっ、はあっ！！」,,
42015202,33,1,パディントン,「ミストモンスターを、軽々と……！？」,,
42015202,34,1,由紀江,「ああっ、モモ先輩！　松永先輩！\n　無事だったんですね、よかった！」,,
42015202,35,1,パディントン,「あの方々は、まゆっちさんのお友達なんですか！」,,
42015202,36,1,ヴィヴィアン,「確かに、服装も同じようなデザインね。\n　それにしたって、あのふたり……」,,
42015202,37,1,百代,「歯ごたえ少なめで、百代カナシイ」,,
42015202,38,1,燕,「モモちゃんはどこ行っても相変わらずだねん。\n　でもこれの正体ってなんだろ？」,,
42015202,39,1,百代,「正体なんかどうでもいいさ。襲ってくるなら、倒すまで」,,
42015202,40,1,パディントン,「はわわ……トレインナイトに匹敵する、\n　いえ、もしかしたら、それ以上の実力かもしれません」,,
42015202,41,1,,仲間を心配する由紀江の気持ちは当然だし、理解はするのだが……。\nこれだけ強ければ大抵の事態はどうとでもなりそうな気がする。,,
42015202,42,1,,実際、あっという間に、\nほぼふたりでミストモンスターを討伐してしまった。,,
