StoryID,GroupOrder,ViewOrder,NameJP,PhraseJP,NameEN,PhraseEN
41004101,1,1,ヨシノ,「ぽんっ、ぴれぱらぱらぽんっ♪」,,
41004101,2,1,アマノハシダテ,「ぽんっ、ぷれぱらぴろぽんっ♪」,,
41004101,3,1,パディントン,「車掌どの、明けまして……」,,
41004101,4,1,パディントン＆ヨシノ＆アマノハシダテ,「おめでとうございま～す！」,,
41004101,5,1,,謹賀新年。ハッピーニューイヤー。\nトレインナイトの皆に囲まれて新年を迎えられるのは幸せなことだ。\n今年も特鉄隊の隊長として、みんなの車掌として頑張っていこうと思う。,,
41004101,6,1,パディントン,「特鉄隊がこうしてめでたく新年を迎えられるのも\n　ひとえに車掌どののおかげです。\n　私も、副官として車掌どのをサポートしていけるよう努めてまいります」,,
41004101,7,1,パディントン,「ですが今日はオフ日です！\n　ここ『ちち神神殿』の特濃みるく甘酒は\n　ニシキのグルメスポットリストでも上位に食い込みます。\n　数量限定なので、私は行列に並ばなければなりません！」,,
41004101,8,1,パディントン,「では車掌どの、私はこれにて失礼いたします！」,,
41004101,9,1,,お正月ということで、今日は特鉄隊の隊員たちと初詣に来ている。\n明日からニシキでの任務が控えているということもあり、\n前乗りしてニシキ流の初詣を楽しもうと提案したのだ。,,
41004101,10,1,,ここ『ちち神神殿』はちち神さまという\n母性あふれる神様が祀られている神社らしく、特に女性の参拝者が多い。\n神殿のすぐそばにある『はっぴぃ牧場』と提携しており、\n乳製品を振る舞うこともでも有名だ。,,
41004101,11,1,,ニシキの食べ物が大好きなパディントンはもちろんのこと、\nニシキ出身のトレインナイトたちはとても喜んでくれた。\n幼少期にあまり外を出歩いたことがない\nヨシノとアマノハシダテは先ほどから大はしゃぎだ。,,
41004101,12,1,ヨシノ,「おおー、はっぴぃ牧場の牛さんたち！\n　おおきな牛さんが、モォモォないております！」,,
41004101,13,1,アマノハシダテ,「おりまーすっ♪」,,
41004101,14,1,ヨシノ,「出店もたくさんでております！」,,
41004101,15,1,アマノハシダテ,「おりまーすっ♪」,,
41004101,16,1,ヨシノ,「ヨシノはにゅういやぁでハイテンション。\n　お正月と牧場のみりょくについて歌います」,,
41004101,17,1,アマノハシダテ,「アマちゃんも、混ぜて混ぜて～♪」,,
41004101,18,1,ヨシノ,「おせち♪　おせち♪　おせチーズっ♪」,,
41004101,19,1,アマノハシダテ,「おもち♪　おもち♪　おもちくび♪」,,
41004101,20,1,ヨシノ,「せいせいせい、すとっぷすとっぷ」,,
41004101,21,1,ヨシノ,「おもちくびはダメでしょ。\n　お正月も牧場もかんけいないよ」,,
41004101,22,1,アマノハシダテ,「え～っ、かんけいなくないよ～。\n　みるくって牛さんのおっぱいでしょ？」,,
41004101,23,1,ヨシノ,「おおー、そう言われると、かんけいあるような気もします」,,
41004101,24,1,アマノハシダテ,「でしょでしょ～？\n　牛さん、おっぱい、おもちくび～♪」,,
41004101,25,1,シモアマヅ,「こらこらそこのちびっ子たち。\n　朝っぱらから何を言っているの」,,
41004101,26,1,アマノハシダテ,「ああ～！　シモアマヅ～♪\n　どこに行ってたのぉ？　迷子の迷子のシモアマヅ～♪」,,
41004101,27,1,シモアマヅ,「迷子はアマノのほうでしょう。\n　まったくあなたって子は、ちょっと目を離したスキにいなくなるんだから」,,
41004101,28,1,アマノハシダテ,「えへへ～、ヨシノちゃんと遊んでたんだぁ」,,
41004101,29,1,,名産品の特濃みるく甘酒を持って現れたのはシモアマヅ。\nオオエ山の守人オオエノミヤの一番弟子であり、\nかつてニシキを震撼させた『大悪鬼事件』の折に\n大悪鬼を封印した大呪術師初代シモアマヅの娘である。,,
41004101,30,1,,シモアマヅはアマノハシダテの世話役ということだが、\n自由奔放なアマノハシダテの行動にいつも手を焼いているようだ。\nニシキの民としては比較的からだの大きなアマノハシダテであるが、\nシモアマヅの前では子供のようにべたべたと甘えてばかりだ。,,
41004101,31,1,シモアマヅ,「明けましておめでとう車掌さん。\n　アマノともども、今年もよろしくお願いね」,,
41004101,32,1,シモアマヅ,「ところでヨシノ。\n　向こうでヤクーツクがあなたを探していたわよ」,,
41004101,33,1,ヨシノ,「おおー、そうだった。\n　みるく甘酒をもらったら合流しようって約束してたんだ」,,
41004101,34,1,シモアマヅ,「儀式がどうとかって言ってたけど、\n　いったいヤクーツクに何の儀式を教えるつもりなの？」,,
41004101,35,1,ヨシノ,「ヨシノもよくわからない。\n　でも、呪術にひつような儀式をするわけじゃないよ。\n　この神殿につたわる『願かけ』？　みたいなものなんだって。\n　ひとりじゃ恥ずかしいからいっしょにきてって言われた」,,
41004101,36,1,シモアマヅ,「ああ、なんとなく読めたわ。\n　ヤクーツクも小さいことを気にしているのね」,,
41004101,37,1,ヨシノ,「ヤクーツクは小さいからかわいいんだよ」,,
41004101,38,1,シモアマヅ,「私が言っているのは身長の話ではないわ」,,
41004101,39,1,シモアマヅ,「まあ、きっと不安がっているだろうから早く行ってあげなさい」,,
41004101,40,1,ヨシノ,「は～い。\n　アマノハシダテ、またあそぼうね」,,
41004101,41,1,アマノハシダテ,「うんっ♪　またあとでねぇ♪」,,
41004101,42,1,シモアマヅ,「さて、私たちは向こうの\n　『ちち神さま人形』の展示でも見に行こうかしら……」,,
41004101,43,1,シモアマヅ,「……と、言いたいところなのだけれど、\n　人形展よりも気になることがあるのよね。\n　もしかしたら今日のオフはキャンセルになるかもしれないわ」,,
41004101,44,1,,あのニシキ人形おたくのシモアマヅが、\n正月限定の人形展よりも気になることがある、だと？\nしかもスケジュールを変更してまで……いったいどんな人形展なんだ？,,
41004101,45,1,シモアマヅ,「誰がニシキ人形おたくよ。\n　お人形専用の部屋を軍に手配させるぐらいで\n　人形おたく扱いしては、真の人形おたくの方々に失礼よ」,,
41004101,46,1,,えっ？　人形専用の部屋？\nその情報は初耳なのだが……。,,
41004101,47,1,シモアマヅ,「それに私が気になっているのはお人形ではなく幻霧よ。\n　お正月からこんなに意識の高いトレインナイトが他にいると思う？\n　いないわよね？　ええ、私もそう思うわ。\n　だから事が片付いたら、人形展のお人形をひとつ買ってちょうだい」,,
41004101,48,1,,わかった。いや、正直よくわからないが、\nとりあえずシモアマヅには人形を買ってあげればいいんだな。,,
41004101,49,1,シモアマヅ,「ええ、つまりはそういうことよ」,,
41004101,50,1,,それで？　幻霧について気になることというのは何なんだ？,,
41004101,51,1,シモアマヅ,「甘酒売り場で牛たちの世話をしているトカチが、\n　神殿の裏手で幻霧の気配を感じたっていうのよ。\n　すぐにその気配は消えたのだけれど、\n　トカチがその気配を感じてから牛たちが興奮し始めたんですって」,,
41004101,52,1,アマノハシダテ,「どうぶつは人よりもイヤなモノに敏感なんだよねぇ。\n　もしかしたら、本当に幻霧があるのかも～。もぉもぉもぉ～♪」,,
41004101,53,1,シモアマヅ,「神殿には結界があるから何とか守られているけど、\n　裏手の森には大昔の古い結界ばかりで\n　メンテナンスも行き渡っていないそうよ。\n　幻霧が発生する可能性もじゅうぶんにあり得るわ」,,
41004101,54,1,シモアマヅ,「トカチの気のせいだったらいいのだけれど、\n　念のため結界の様子を見に行ったほうがいいと思うのよ。\n　あなたも一緒に来てくれたら嬉しいのだけど、どうかしら？」,,
41004101,55,1,,そんなの断るわけがないだろう。\n幸いにもこの神殿には特鉄隊の隊員たちが揃っている。\n皆を集めて、調査に繰り出すとしよう。\nトカチの気のせいだというならそれでいい。,,
41004101,56,1,シモアマヅ,「そう言ってくれると思ったわ。\n　ありがとうね。車掌さん」,,
41004101,57,1,アマノハシダテ,「しゃしょうさん、ありがとー！」,,
41004102,1,1,トカチ,「ほ～らホルスたん～？\n　こわくないこわくな～い。\n　何もないから落ち着いて～？」,,
41004102,2,1,はっぴぃ乳牛ホルスたん,「ンモォ～ッ！」,,
41004102,3,1,トカチ,「はいはい暴れない～。\n　『はっぴぃ農場』人気ナンバーワン乳牛が\n　そんなふうに鼻息あらくしないのぉ」,,
41004102,4,1,はっぴぃ乳牛ホルスたん,「ンモッ！　ンモッ！」,,
41004102,5,1,トカチ,「う～ん、困ったなぁ。\n　ホルスたんだけぜんぜん静まらないよ～」,,
41004102,6,1,はっぴぃ乳牛ホルスたん,「ンンッ……モウ！」,,
41004102,7,1,トカチ,「わっ！？　そんなに強く引っ張ったら縄がちぎれちゃう。\n　ダメだよ。キミは大事な甘酒を運んでいるんだから……」,,
41004102,8,1,パディントン,「そうですよトカチさん！　一年に一度のこのビッグイベントに\n　『はっぴぃ乳牛ホルスたん』の特濃みるく甘酒は欠かせません！\n　何とかして事態を収拾してください！」,,
41004102,9,1,パディントン,「私、まだ『特濃みるく甘酒』をもらってないので！」,,
41004102,10,1,はっぴぃ乳牛ホルスたん,「ン゛モ゛ォ゛ォ゛ォ゛ォ゛ーーーーーッッ！」,,
41004102,11,1,シモアマヅ,「なんだか大変なことになっているわね。\n　いったいこれはどういう状況かしら」,,
41004102,12,1,アマノハシダテ,「あはは～！　あはははは～！\n　トカチちゃんが、牛さんとおすもうしてる～！」,,
41004102,13,1,,神殿の出入り口付近に行くと、暴れ乳牛と格闘するトカチの姿があった。\n『特濃みるく甘酒』の入った荷車を引いた大きな牛が、\nフシュウフシュウと鼻息を荒げて地面を力一杯に蹴っている。,,
41004102,14,1,アマノハシダテ,「ねえねえ、これも『お正月イベント』なのかな？\n　牛さんを大人しくさせたらトカチの勝ち～？」,,
41004102,15,1,,こんな体を張った催しがあってたまるか。\nどう見てもハプニングである。\nトカチの対応も、もはや「落ち着かせる」ではなく「抑え込む」だ。,,
41004102,16,1,,しかし、何なんだあのトカチの怪力は。\nニシキ女子は力もちだとはよく耳にするが、\nさすがに興奮した牛一頭を腕力のみで抑え込めるとは聞いていないぞ。,,
41004102,17,1,トカチ,「アマノハシダテ、いいところに来てくれたねぇ。\n　ちょっとこの子を、お、落ち着かせてほしいんだけど……」,,
41004102,18,1,アマノハシダテ,「うん、わかったー！\n　まかせてまかせて～♪」,,
41004102,19,1,アマノハシダテ,「ホルスたんちゃん、いい子にな～ぁれっ♪」,,
41004102,20,1,,トカチの応援要請をうけ、アマノハシダテが\nホルスたんという乳牛に真っ正面から取っ組み合いを挑んだ。\nおいおい、みんなしてパワープレーに出過ぎだろう……。,,
41004102,21,1,シモアマヅ,「パワーに頼らず根性で勝負。\n　それがニシキ女子のスタイルよ」,,
41004102,22,1,,思いっきりパワーに頼っているじゃないか。\nもっと他にもあるだろう。得意の呪術はどこにいった。,,
41004102,23,1,シモアマヅ,「大丈夫よ。ほらみて。\n　牛が大人しくなったわ」,,
41004102,24,1,はっぴぃ乳牛ホルスたん,「ンモッ！　ンモッ……！」,,
41004102,25,1,はっぴぃ乳牛ホルスたん,「ンモォ♪」,,
41004102,26,1,アマノハシダテ,「えへへ～♪　いい子いい子～♪\n　おいしいおちちを出してくれてありがとね～♪」,,
41004102,27,1,はっぴぃ乳牛ホルスたん,「モォ～♪」,,
41004102,28,1,トカチ,「すっご～い。\n　初対面なのに、もう懐いちゃってる～」,,
41004102,29,1,シモアマヅ,「アマノは動物と仲良くなるのが得意なのよ。\n　伊達にオオエ山で野生のクマと戯れてきてないわ」,,
41004102,30,1,シモアマヅ,「あと、最初に放ったタックルがけっこう効いているのもあるわ。\n　牛さんも、まさか初手であんなに\n　強烈な打撃を受けるとは思っていなかったようね」,,
41004102,31,1,トカチ,「本当に助かったよ～。\n　この子だけずっと興奮してて手が付けられなかったんだぁ。\n　森のほうに野犬でもいるのかなぁ？」,,
41004102,32,1,シモアマヅ,「そのことだけどね、トカチ」,,
41004102,33,1,トカチ,「ん～？」,,
41004102,34,1,シモアマヅ,「心配だから車掌さんと一緒に森の様子を見に行くことにしたの。\n　あなたは『気のせいかも』って言ったけど、\n　動物が急に騒ぎ出すには何か理由があるはずよ」,,
41004102,35,1,トカチ,「でも、あれからなんにも感じないよ～？」,,
41004102,36,1,シモアマヅ,「気のせいならそれでいいのよ。\n　問題がないということを確認できればいいわ」,,
41004102,37,1,,,,
41004102,37,2,？？？,「……我はちち神。\n　地と乳に幸福をもたらす全乳全乳の神なり」,,
41004102,38,1,ちち神？,「試練を乗り越えよ。\n　さすればそなたの乳が豊かになろう。\n　今のままでは、まだ足りぬ」,,
41004102,39,1,ちち神？,「進むべき道は……己の胸にきくがよい」,,
41004102,40,1,シモアマヅ,「なに、今の声……」,,
41004102,41,1,トカチ,「なんか、ものすご～く怪しい神様の声だったねぇ」,,
41004102,42,1,パディントン,「怪しすぎます！\n　ちち神さまは女性の神様のはずですよ」,,
41004102,43,1,パディントン,「それに『ちち神？』なんて\n　わけのわからない言葉はこの神殿には伝わっていません！\n　なんですか！　おっぱいが全てだと思ったら大間違いですよ！」,,
41004102,44,1,トカチ,「おやおや、パディントンが珍しく怒ってる～？」,,
41004102,45,1,シモアマヅ,「誰もおっぱいが全てだとは言っていないのだけれど、\n　パディントンの耳にはそのように聞こえたのでしょうね」,,
41004102,46,1,パディントン,「だって今のひと、『まだ足りない』て言いましたよ！？\n　それって胸のことですよね！？」,,
41004102,47,1,パディントン,「シモアマヅさんも悔しくないんですか！？\n　同じ『ないちち同盟』の仲間として\n　あの声の主に私たちの魅力をわからせてあげましょう！」,,
41004102,48,1,シモアマヅ,「と、パディントンは言っているけれど……」,,
41004102,49,1,シモアマヅ,「まず罠だと思ったほうがいいわね。\n　神のふりをして人を騙すモノはニシキでは珍しくないわ。\n　おそらくトカチが感じ取ったのはあの声の主でしょう」,,
41004102,50,1,トカチ,「神の試練……ねぇ。\n　いったい何を試そうっていうんだろぉ？」,,
41004102,51,1,パディントン,「もし胸の大きさを試すというのなら、\n　私とシモアマヅさんはかなり厳しい戦いになりますね……」,,
41004102,52,1,はっぴぃ乳牛ホルスたん,「ブシュウ……ブシュルルゥッ！」,,
41004102,53,1,アマノハシダテ,「あれ？　あれれ～？\n　ホルスたん、どうしたの？」,,
41004102,54,1,はっぴぃ乳牛ホルスたん,「ンモッ！」,,
41004102,55,1,アマノハシダテ,「え？　誰かがホルスたんを呼んでるの？」,,
41004102,56,1,はっぴぃ乳牛ホルス,「ンモ……」,,
41004102,57,1,はっぴぃ乳牛ホルスたん,「ン゛モ゛ォ゛ォ゛ォ゛ォ゛ーーーーッ！！」,,
41004102,58,1,,先ほどまでアマノハシダテに懐いて大人しくなっていたホルスたん。\nしかし、謎の声に反応してか再び興奮状態になり、\n柵を破壊して突破し猛スピードで駆けていった。,,
41004102,59,1,,――特濃みるく甘酒の入った荷車を引いたまま。,,
41004102,60,1,トカチ,「う、うそでしょ……」,,
