StoryID,GroupOrder,ViewOrder,NameJP,PhraseJP,NameEN,PhraseEN
42025201,1,1,,緊急招集――,,
42025201,2,1,,駐屯地の小さな会議室に急遽集まったのは、\nセントイリス騎士団の士官クラスのメンバーだった。,,
42025201,3,1,メアリー,「随分と奥まった部屋を押さえたわね」,,
42025201,4,1,ブラックフライア,「他の人間に聞かれるわけにはいかないもの。\n　特にセントイリスの貴族連中にはね」,,
42025201,5,1,メアリー,「そうね。こんなこと、\n　連合軍のお歴々の皆さまが腰を抜かしてしまう案件だものね。\n　私もまさかと耳を疑ったわ」,,
42025201,6,1,メアリー,「それで、目撃された騎士の剣には\n　確かに青い薔薇の意匠が施されていたのね？」,,
42025201,7,1,フィンチリー,「はい。『外の部隊』からの情報です、間違いありません」,,
42025201,8,1,ブラックフライア,「青薔薇の剣――\n　セントイリスにおいてそれを所持することを許されているのは、\n　後にも先にも１人しかいないはず」,,
42025201,9,1,メアリー,「元・騎士団長ブルーローズ……か。\n　まさか今になってその名前を聞くことになるとはね」,,
42025201,10,1,ブラックフライア,「メアリー、あなたの先代の騎士団長ブルーローズは\n　公式には死亡とされているわけだけど、\n　あなた、これについてどう思う？」,,
42025201,11,1,メアリー,「あなたの見解はどうかしら？　ブラックフライア」,,
42025201,12,1,ブラックフライア,「世代とネンレイを考慮して頂けます？　『センパイ』？」,,
42025201,13,1,メアリー,「そうね。あなたたちの世代には、\n　彼女について詳しく知る者はあまりいないものね」,,
42025201,14,1,ブラックフライア,「私もフィンチリーも、\n　ブルーローズの時代にはまだ騎士になっていないわ。\n　記録と逸話でしか存在を知らないのよ」,,
42025201,15,1,ブラックフライア,「でもあなたは彼女についてよく知っているはず。\n　史上最年少で騎士団長に任命された『伝説の騎士』だものね」,,
42025201,16,1,メアリー,「…………」,,
42025201,17,1,ブラックフライア,「それだけじゃないってことはわかってるわよ。\n　あなたにとって騎士団長ブルーローズは特別な人。\n　悪いけど、あなたの過去について少し調べさせてもらったわ」,,
42025201,18,1,メアリー,「別にいいわよ。\n　あなたが調べたのは『公式記録』のほうだろうけど、\n　そこに記載されていることはほとんど事実だからね」,,
42025201,19,1,メアリー,「……あの人は昔から自由な人だった。\n　一人でふらっといなくなっては霧を晴らしてきた、\n　なんてよくある話だったわ」,,
42025201,20,1,メアリー,「そして消息を絶ったのも、\n　そんな風に一人でどこかに出立した時のことだった」,,
42025201,21,1,ブラックフライア,「つまり、死んだところを誰も見ていないのね」,,
42025201,22,1,メアリー,「ええ。でもそれ以後、\n　各地で目撃談を耳にするようなこともなかったわ」,,
42025201,23,1,メアリー,「それに何となく、いなくなっても不思議じゃない状況だった」,,
42025201,24,1,ブラックフライア,「いなくなる前、彼女に不審な点があったとか？」,,
42025201,25,1,メアリー,「遺言状を遺していったのよ。\n　次の騎士団長に私を任命するってね。\n　ご丁寧に正式な推薦状も一緒に置いて行った。\n　まるで騎士団を私に託すとでも言うように」,,
42025201,26,1,ブラックフライア,「死亡扱いになるだけの理由はある、ということね」,,
42025201,27,1,フィンチリー,「どうしても騎士団を離れる必要があった、\n　という可能性はないのでしょうか。\n　メアリー殿、あなたのように」,,
42025201,28,1,,メアリーは特鉄隊に加入してくれる以前は、\nレジスタンスとして活動していた。\n特鉄隊を潰そうとする敵対組織というわけではなかったが、\n互いに相容れない存在だった。,,
42025201,29,1,メアリー,「さあ、どうかしらね」,,
42025201,30,1,メアリー,「一つ言えるのは、\n　ブルーローズは私たちの前から消えてしまった、ということ。\n　これは事実よ。彼女の安否にかかわらずね」,,
42025201,31,1,メアリー,「ただ、今回目撃された青薔薇の騎士に関しては、\n　ブルーローズではないと考えるわ」,,
42025201,32,1,ブラックフライア,「仮に生きていて自ら消息を絶ったなら、\n　今さら私たち騎士団にバレるような格好で\n　セントイリスをうろつきまわるとは思えない」,,
42025201,33,1,メアリー,「そういうこと」,,
42025201,34,1,フィンチリー,「では今回のブルーローズ団長と思しき者は、\n　幻霧が見せる幻影の方向で考えた方がいい、ということですね」,,
42025201,35,1,ブラックフライア,「『外の部隊』が目撃した場所も、\n　大規模な幻霧が多発するせいで放棄された立入禁止区域。\n　幻影、あるいは何者かが模倣した思念体と見て間違いないでしょうね」,,
42025201,36,1,ブラックフライア,「ただ、たとえ偽物だろうと、\n　ブルーローズの姿をしているのなら油断はできないわ。\n　戦うことになれば死闘は避けられない」,,
42025201,37,1,ブラックフライア,「だからこそメアリー、あなたを招集させてもらったの。\n　本件は少人数の熟達したトレインナイトで秘密裏に行動する必要がある」,,
42025201,38,1,,ブルーローズは絶大な支持を集めた団長だったという。\nだがあまりにも自由な人でもあったので、\n上層部には快く思ってない者も少なからずいたらしい。,,
42025201,39,1,,だから今この情報が洩れれば、\nセントイリス騎士団は大混乱に陥りかねないのだ。\n連合軍への影響を考えれば、内々に処理すべきなのである。,,
42025201,40,1,メアリー,「分かったわ。\n　そういうことであれば私が適任でしょうね」,,
42025201,41,1,ブラックフライア,「ではメアリー、\n　二班で事態に当たるとしてあと一人、\n　同行させる者を選んで頂戴」,,
42025201,42,1,,いくら少人数で当たると言っても、\n捜索すべき場所はあまりにも広い幻霧地帯だ。\n三名では班を分けることすら出来ない。,,
42025201,43,1,,そして青薔薇を追うのであれば、\n命を預けられる、信頼できる者と組まなければいけない。,,
42025201,44,1,ブラックフライア,「私はフィンチリーと行動するわ」,,
